EVENT_ID,EPISODE_ID,EVENT_TYPE,STATE,STATE_FIPS,YEAR,MONTH_NAME,BEGIN_DATE_TIME,END_DATE_TIME,CZ_NAME,WFO,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,MAGNITUDE_TYPE,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,SOURCE,EVENT_NARRATIVE
700094,150023,Dust Devil,CALIFORNIA,6,2022,August,19-AUG-22 17:13:30,19-AUG-22 19:27:30,MARION,JAN,0,0,0,0,47.71K,0.00K,,,,42.7341,-121.6617,42.8977,-121.633,Department of Highways,dust devil produced damaging conditions; multiple reports received.
700095,150023,Flood,ARKANSAS,5,2021,February,10-FEB-21 04:42:26,10-FEB-21 08:14:26,COLLIN,ICT,0,0,0,0,35.72K,0.00K,,,,37.1092,-114.1641,37.0083,-114.189,Law Enforcement,Trained spotters confirmed flood in Arkansas; emergency services responded.
700096,150024,Heavy Rain,KANSAS,20,2021,June,08-JUN-21 18:00:24,08-JUN-21 21:23:24,DALLAS,FFC,0,0,0,0,39.46K,0.00K,,,,40.5353,-120.243,40.3731,-120.1716,Law Enforcement,Trained spotters confirmed heavy rain in Kansas; emergency services responded.
700097,150024,Thunderstorm Wind,NORTH CAROLINA,37,2023,February,24-FEB-23 22:12:28,25-FEB-23 02:11:28,HARRIS,DMX,0,0,0,0,34.92K,0.00K,90,MG,,39.281,-70.5339,39.2048,-70.5832,Law Enforcement,thunderstorm wind produced damaging conditions; multiple reports received.
700098,150024,Thunderstorm Wind,OKLAHOMA,40,2023,June,14-JUN-23 10:26:00,14-JUN-23 12:41:00,FRANKLIN,FFC,0,0,0,0,9.01K,0.00K,67,MS,,47.744,-96.2826,47.6346,-96.4276,Public,thunderstorm wind produced damaging conditions; multiple reports received.
700099,150024,Marine High Wind,NEW MEXICO,35,2024,October,13-OCT-24 20:39:39,14-OCT-24 00:30:39,HILLSBOROUGH,OAX,0,0,0,0,43.82K,0.00K,119,MG,,39.3339,-115.2076,39.2062,-115.1305,Law Enforcement,Storm survey confirmed marine high wind with widespread effects across the county.
700100,150025,Hail,MINNESOTA,27,2020,September,19-SEP-20 16:09:33,19-SEP-20 19:18:33,ORANGE,ARX,0,0,0,0,14.25K,0.00K,3.12,,,35.7743,-93.5614,35.6981,-93.438,Emergency Manager,Trained spotters confirmed hail in Minnesota; emergency services responded.
700101,150025,Storm Surge/Tide,NORTH CAROLINA,37,2021,June,29-JUN-21 07:10:09,29-JUN-21 10:31:09,MONTGOMERY,OUN,0,0,0,0,26.37K,0.00K,,,,48.1904,-77.4372,48.3109,-77.5818,Department of Highways,Trained spotters confirmed storm surge/tide in North Carolina; emergency services responded.
700102,150025,Excessive Heat,COLORADO,8,2023,November,25-NOV-23 12:17:14,25-NOV-23 14:34:14,MONROE,DMX,0,0,0,0,38.16K,0.00K,,,,31.547,-72.3975,31.4059,-72.4225,Department of Highways,Trained spotters confirmed excessive heat in Colorado; emergency services responded.
700103,150025,Tornado,MINNESOTA,27,2018,June,03-JUN-18 23:13:07,04-JUN-18 01:26:07,LINCOLN,MEG,0,0,0,0,4.08K,0.00K,,,EF1,25.6765,-70.9429,25.8122,-70.8829,Trained Spotter,Trained spotters confirmed tornado in Minnesota; emergency services responded.
700104,150026,Wildfire,TENNESSEE,47,2024,February,23-FEB-24 21:38:29,24-FEB-24 00:57:29,WILL,DDC,0,0,0,0,0.26K,0.00K,,,,26.9014,-109.4123,27.0354,-109.3928,NWS Storm Survey,"A wildfire was reported in Tennessee, causing damage to homes and infrastructure."
700105,150026,Marine High Wind,KANSAS,20,2019,April,27-APR-19 22:55:57,27-APR-19 23:31:57,LINCOLN,FFC,14,0,0,0,21.57M,3.97M,54,ES,,39.3217,-123.0632,39.3279,-123.1664,NWS Storm Survey,"A marine high wind was reported in Kansas, causing damage to homes and infrastructure."
700106,150026,Funnel Cloud,LOUISIANA,22,2019,August,10-AUG-19 14:58:16,10-AUG-19 16:49:16,MIAMI-DADE,ICT,0,0,0,0,26.17K,0.00K,,,,33.6545,-69.656,33.6721,-69.5414,Trained Spotter,Storm survey confirmed funnel cloud with widespread effects across the county.
700107,150026,Wildfire,ARKANSAS,5,2023,May,31-MAY-23 05:59:42,31-MAY-23 07:39:42,LINCOLN,OUN,5,0,0,0,799.09K,68.96K,,,,40.7705,-118.0912,40.8033,-117.9885,Newspaper,wildfire produced damaging conditions; multiple reports received.
700108,150027,Strong Wind,WISCONSIN,55,2023,March,09-MAR-23 23:56:56,10-MAR-23 03:33:56,DALLAS,TBW,0,0,0,0,34.77K,0.00K,120,MG,,44.4759,-120.4033,44.5864,-120.4202,Trained Spotter,Severe strong wind affected the area; residents reported significant impacts.
700109,150027,Hail,KENTUCKY,21,2020,July,19-JUL-20 03:43:23,19-JUL-20 05:29:23,HARRIS,FFC,0,0,0,0,12.67K,0.00K,3.14,,,29.5865,-103.6525,29.6988,-103.5062,Public,Trained spotters confirmed hail in Kentucky; emergency services responded.
700110,150027,Hurricane (Typhoon),MICHIGAN,26,2023,June,20-JUN-23 18:38:32,20-JUN-23 22:32:32,TARRANT,BMX,0,0,0,0,9.34K,0.00K,128,ES,,33.8163,-78.5544,33.723,-78.7214,NWS Storm Survey,hurricane (typhoon) produced damaging conditions; multiple reports received.
700111,150027,Winter Storm,NEW MEXICO,35,2020,May,04-MAY-20 17:54:27,04-MAY-20 18:25:27,WASHINGTON,GID,0,0,0,0,15.32K,0.00K,,,,39.4629,-99.7114,39.5388,-99.7708,Newspaper,winter storm produced damaging conditions; multiple reports received.
700112,150028,Hurricane (Typhoon),IOWA,19,2023,November,04-NOV-23 09:06:28,04-NOV-23 09:25:28,WASHINGTON,MEG,0,0,0,0,18.17K,0.00K,126,MG,,47.8669,-115.8616,47.9099,-115.7491,Public,Severe hurricane (typhoon) affected the area; residents reported significant impacts.
700113,150028,Marine High Wind,OKLAHOMA,40,2020,May,20-MAY-20 15:29:17,20-MAY-20 17:12:17,COOK,FFC,2,0,0,0,195.77K,89.98K,87,ES,,43.314,-91.2865,43.3258,-91.3273,Emergency Manager,"A marine high wind was reported in Oklahoma, causing damage to homes and infrastructure."
700114,150028,Tornado,TEXAS,48,2019,July,13-JUL-19 19:25:36,13-JUL-19 21:42:36,ORANGE,TBW,0,0,0,0,13.09K,0.00K,,,EF2,41.8969,-111.7695,41.9417,-111.6919,Public,Severe tornado affected the area; residents reported significant impacts.
700115,150028,Thunderstorm Wind,MISSISSIPPI,28,2019,December,16-DEC-19 00:17:44,16-DEC-19 03:24:44,JACKSON,GID,2,0,0,0,697.83K,169.10K,125,MS,,42.029,-92.6502,41.9451,-92.7302,Law Enforcement,Trained spotters confirmed thunderstorm wind in Mississippi; emergency services responded.
700116,150029,Drought,INDIANA,18,2018,March,20-MAR-18 01:16:22,20-MAR-18 04:43:22,HILLSBOROUGH,ARX,0,0,0,0,1.31K,0.00K,,,,38.2965,-102.9721,38.418,-102.9514,Public,"A drought was reported in Indiana, causing damage to homes and infrastructure."
700117,150029,High Wind,MICHIGAN,26,2023,October,07-OCT-23 04:21:03,07-OCT-23 06:28:03,TRAVIS,MEG,0,0,0,0,41.17K,0.00K,49,MG,,48.3371,-87.3867,48.3171,-87.3147,Law Enforcement,Severe high wind affected the area; residents reported significant impacts.
700118,150029,Hurricane (Typhoon),NEBRASKA,31,2024,January,22-JAN-24 12:29:06,22-JAN-24 16:06:06,MARION,GLD,5,0,0,0,206.42K,64.53K,68,MS,,47.7396,-94.4228,47.6532,-94.5913,Broadcast Media,Severe hurricane (typhoon) affected the area; residents reported significant impacts.
700119,150029,Dust Devil,KANSAS,20,2022,July,27-JUL-22 04:22:32,27-JUL-22 04:50:32,WASHINGTON,DMX,5,0,0,0,944.53K,30.84K,,,,39.9875,-72.5859,39.9225,-72.4163,Trained Spotter,"A dust devil was reported in Kansas, causing damage to homes and infrastructure."
700120,150030,Hail,OKLAHOMA,40,2024,August,11-AUG-24 23:53:51,12-AUG-24 01:05:51,ORANGE,TBW,0,0,0,0,20.83K,0.00K,2.74,,,36.9529,-88.2517,36.8688,-88.069,NWS Storm Survey,Trained spotters confirmed hail in Oklahoma; emergency services responded.
700121,150030,Tropical Storm,CALIFORNIA,6,2023,January,24-JAN-23 06:25:47,24-JAN-23 07:10:47,TRAVIS,LZK,0,0,0,0,10.20K,0.00K,,,,39.5598,-106.1828,39.6471,-106.0891,Law Enforcement,Trained spotters confirmed tropical storm in California; emergency services responded.
700122,150030,Drought,NEW MEXICO,35,2018,May,04-MAY-18 22:22:32,04-MAY-18 23:28:32,MONROE,DMX,0,0,0,0,12.40K,0.00K,,,,27.3235,-107.4579,27.2772,-107.4117,Law Enforcement,Trained spotters confirmed drought in New Mexico; emergency services responded.
700123,150030,Extreme Cold/Wind Chill,TEXAS,48,2020,March,14-MAR-20 17:22:55,14-MAR-20 20:42:55,COLLIN,TBW,0,0,0,0,23.34K,0.00K,,,,46.0978,-95.6499,45.9338,-95.6926,Emergency Manager,extreme cold/wind chill produced damaging conditions; multiple reports received.
700124,150031,Heavy Rain,ARKANSAS,5,2018,April,20-APR-18 06:25:52,20-APR-18 08:36:52,MONTGOMERY,GID,0,0,0,0,33.63K,0.00K,,,,31.858,-123.5339,31.701,-123.6803,Newspaper,Storm survey confirmed heavy rain with widespread effects across the county.
700125,150031,Heavy Rain,ARKANSAS,5,2021,January,20-JAN-21 20:49:27,20-JAN-21 23:19:27,HILLSBOROUGH,GLD,0,0,0,0,14.43K,0.00K,,,,34.2724,-98.3298,34.2923,-98.1997,Public,Severe heavy rain affected the area; residents reported significant impacts.
700126,150031,Flash Flood,MICHIGAN,26,2020,November,04-NOV-20 16:58:44,04-NOV-20 18:29:44,DUPAGE,JAN,0,0,0,0,7.21K,0.00K,,,,39.4591,-101.1209,39.2752,-101.3053,Department of Highways,flash flood produced damaging conditions; multiple reports received.
700127,150031,Tropical Storm,FLORIDA,12,2022,December,13-DEC-22 20:35:26,13-DEC-22 22:51:26,MIAMI-DADE,DMX,0,0,0,0,15.93K,0.00K,,,,34.4309,-88.8595,34.5679,-88.822,Department of Highways,tropical storm produced damaging conditions; multiple reports received.
700128,150032,High Wind,MISSOURI,29,2024,January,07-JAN-24 11:04:03,07-JAN-24 12:43:03,PALM BEACH,DDC,5,0,0,0,445.71K,61.54K,128,EG,,39.3258,-108.8648,39.388,-108.676,Emergency Manager,"A high wind was reported in Missouri, causing damage to homes and infrastructure."
700129,150032,Extreme Cold/Wind Chill,MISSOURI,29,2019,July,23-JUL-19 14:11:58,23-JUL-19 16:57:58,MARION,OUN,0,0,0,0,19.01K,0.00K,,,,44.7199,-110.1948,44.7489,-110.1146,Department of Highways,Trained spotters confirmed extreme cold/wind chill in Missouri; emergency services responded.
700130,150032,Hurricane (Typhoon),FLORIDA,12,2021,September,26-SEP-21 03:55:44,26-SEP-21 04:52:44,BEXAR,JAN,0,0,0,0,46.03K,0.00K,47,MG,,37.4484,-92.0295,37.6476,-92.0382,Law Enforcement,Storm survey confirmed hurricane (typhoon) with widespread effects across the county.
700131,150032,Excessive Heat,KENTUCKY,21,2022,May,18-MAY-22 14:11:38,18-MAY-22 17:09:38,BROWARD,FFC,0,0,0,0,32.17K,0.00K,,,,41.6395,-89.2256,41.5164,-89.327,Emergency Manager,Trained spotters confirmed excessive heat in Kentucky; emergency services responded.
700132,150033,Marine High Wind,KANSAS,20,2023,March,22-MAR-23 11:58:08,22-MAR-23 14:59:08,TRAVIS,OAX,0,0,0,0,17.44K,0.00K,75,MS,,27.925,-85.4325,27.8769,-85.2404,Law Enforcement,Trained spotters confirmed marine high wind in Kansas; emergency services responded.
700133,150033,Hail,KANSAS,20,2023,January,31-JAN-23 16:36:27,31-JAN-23 18:09:27,MADISON,DDC,0,0,0,0,37.37K,0.00K,1.25,,,44.8708,-108.5454,44.8956,-108.6368,Emergency Manager,Severe hail affected the area; residents reported significant impacts.
700134,150033,Hail,PENNSYLVANIA,42,2022,March,29-MAR-22 15:24:43,29-MAR-22 18:12:43,ORANGE,EAX,5,0,0,0,363.78K,94.48K,3.20,,,25.1244,-92.6299,25.296,-92.6671,Emergency Manager,Trained spotters confirmed hail in Pennsylvania; emergency services responded.
700135,150033,Strong Wind,KANSAS,20,2023,January,23-JAN-23 23:26:06,24-JAN-23 03:23:06,BEXAR,OAX,0,0,0,0,11.61K,0.00K,44,MG,,35.0292,-76.2565,35.2028,-76.442,Department of Highways,Severe strong wind affected the area; residents reported significant impacts.
700136,150034,Rip Current,KANSAS,20,2018,January,04-JAN-18 14:22:34,04-JAN-18 15:43:34,COLLIN,FFC,5,0,0,0,983.84K,56.91K,,,,38.0392,-95.847,38.2146,-95.7066,Emergency Manager,"A rip current was reported in Kansas, causing damage to homes and infrastructure."
700137,150034,Strong Wind,GEORGIA,13,2023,June,28-JUN-23 05:23:34,28-JUN-23 08:13:34,MIAMI-DADE,JAN,4,0,0,0,749.79K,158.15K,126,MG,,29.2119,-75.1996,29.3707,-75.0688,Public,Storm survey confirmed strong wind with widespread effects across the county.
700138,150034,Storm Surge/Tide,COLORADO,8,2019,February,24-FEB-19 14:35:51,24-FEB-19 16:42:51,COOK,JAN,2,0,0,0,297.75K,47.10K,,,,47.8968,-106.7891,47.986,-106.9845,Emergency Manager,"A storm surge/tide was reported in Colorado, causing damage to homes and infrastructure."
700139,150034,Storm Surge/Tide,COLORADO,8,2021,April,30-APR-21 03:38:32,30-APR-21 04:23:32,DALLAS,JAN,0,0,0,0,44.76K,0.00K,,,,41.8854,-106.2743,41.7324,-106.1078,Emergency Manager,Severe storm surge/tide affected the area; residents reported significant impacts.
700140,150035,Flood,MISSOURI,29,2019,June,26-JUN-19 16:42:30,26-JUN-19 19:58:30,KANE,TBW,0,0,0,0,35.10K,0.00K,,,,46.9071,-80.831,47.0279,-80.7008,Public,flood produced damaging conditions; multiple reports received.
700141,150035,Tropical Storm,NEBRASKA,31,2023,May,21-MAY-23 12:04:45,21-MAY-23 12:28:45,MADISON,GLD,1,0,0,0,837.34K,180.58K,,,,38.7448,-115.4584,38.676,-115.4503,Emergency Manager,tropical storm produced damaging conditions; multiple reports received.
700142,150035,Wildfire,CALIFORNIA,6,2022,June,23-JUN-22 00:11:58,23-JUN-22 03:43:58,JEFFERSON,GID,4,0,0,0,444.65K,112.78K,,,,36.0971,-78.0058,36.1864,-78.0474,Emergency Manager,wildfire produced damaging conditions; multiple reports received.
700143,150035,Thunderstorm Wind,ARKANSAS,5,2021,May,14-MAY-21 19:14:30,14-MAY-21 22:18:30,WILL,GLD,0,0,0,0,46.73K,0.00K,48,ES,,25.7616,-100.6946,25.8692,-100.5883,NWS Storm Survey,Trained spotters confirmed thunderstorm wind in Arkansas; emergency services responded.
700144,150036,Lightning,MISSISSIPPI,28,2024,December,22-DEC-24 04:07:55,22-DEC-24 08:04:55,MIAMI-DADE,MEG,1,0,0,0,965.94K,174.91K,,,,40.6848,-104.1771,40.5562,-104.1622,Emergency Manager,"A lightning was reported in Mississippi, causing damage to homes and infrastructure."
700145,150036,Marine High Wind,ALABAMA,1,2020,June,28-JUN-20 19:30:32,28-JUN-20 22:27:32,KANE,BMX,0,0,0,0,18.96K,0.00K,69,MG,,36.055,-115.1581,35.9304,-115.008,Trained Spotter,Storm survey confirmed marine high wind with widespread effects across the county.
700146,150036,Funnel Cloud,VIRGINIA,51,2018,April,04-APR-18 11:10:20,04-APR-18 12:07:20,COLLIN,TBW,0,0,0,0,22.32K,0.00K,,,,41.1286,-74.2839,41.0265,-74.4662,Emergency Manager,"A funnel cloud was reported in Virginia, causing damage to homes and infrastructure."
700147,150036,Flood,NEBRASKA,31,2020,March,31-MAR-20 22:32:36,01-APR-20 02:05:36,LAKE,ICT,0,0,0,0,28.87K,0.00K,,,,43.5409,-77.3522,43.4357,-77.2017,Emergency Manager,Storm survey confirmed flood with widespread effects across the county.
700148,150037,High Wind,IOWA,19,2018,August,05-AUG-18 04:59:20,05-AUG-18 07:35:20,MIAMI-DADE,JAN,0,0,0,0,31.30K,0.00K,94,ES,,26.1252,-104.3684,26.1825,-104.4159,NWS Storm Survey,Storm survey confirmed high wind with widespread effects across the county.
700149,150037,Flood,KANSAS,20,2021,March,13-MAR-21 09:52:34,13-MAR-21 13:10:34,BROWARD,ICT,1,0,0,0,264.08K,171.51K,,,,44.3386,-71.8598,44.3636,-71.6727,Law Enforcement,Storm survey confirmed flood with widespread effects across the county.
700150,150037,Blizzard,IOWA,19,2019,May,09-MAY-19 06:16:27,09-MAY-19 09:06:27,HILLSBOROUGH,DDC,0,0,0,0,18.55K,0.00K,,,,37.8553,-76.7238,37.6759,-76.7729,Trained Spotter,"A blizzard was reported in Iowa, causing damage to homes and infrastructure."
700151,150037,Heavy Snow,WEST VIRGINIA,54,2024,August,16-AUG-24 04:40:36,16-AUG-24 07:50:36,MADISON,GID,2,0,0,0,248.44K,181.41K,,,,47.9685,-123.126,48.1434,-122.9412,Department of Highways,Severe heavy snow affected the area; residents reported significant impacts.
700152,150038,Coastal Flood,OHIO,39,2023,March,21-MAR-23 10:12:02,21-MAR-23 11:58:02,MIAMI-DADE,ARX,0,0,0,0,38.78K,0.00K,,,,34.1359,-93.5819,34.0796,-93.6773,Department of Highways,Storm survey confirmed coastal flood with widespread effects across the county.
700153,150038,Flash Flood,WEST VIRGINIA,54,2023,July,02-JUL-23 07:58:04,02-JUL-23 11:17:04,MONTGOMERY,ICT,0,0,0,0,18.54K,0.00K,,,,34.9343,-91.9361,34.8228,-92.0777,NWS Storm Survey,Trained spotters confirmed flash flood in West Virginia; emergency services responded.
700154,150038,Flood,ILLINOIS,17,2020,March,30-MAR-20 07:55:44,30-MAR-20 09:37:44,ORANGE,EAX,2,0,0,0,573.11K,188.69K,,,,31.1758,-77.1693,31.3624,-77.1126,Law Enforcement,Trained spotters confirmed flood in Illinois; emergency services responded.
700155,150038,Winter Storm,FLORIDA,12,2023,August,01-AUG-23 06:10:51,01-AUG-23 08:20:51,LAKE,OUN,0,0,0,0,49.52K,0.00K,,,,47.9737,-94.1352,48.1093,-94.3055,Trained Spotter,Storm survey confirmed winter storm with widespread effects across the county.
700156,150039,Flood,WISCONSIN,55,2023,March,31-MAR-23 21:06:56,31-MAR-23 21:28:56,JEFFERSON,OUN,4,0,0,0,530.45K,74.64K,,,,40.3055,-70.7675,40.4706,-70.7038,NWS Storm Survey,"A flood was reported in Wisconsin, causing damage to homes and infrastructure."
700157,150039,Tornado,NEBRASKA,31,2023,April,17-APR-23 16:46:09,17-APR-23 19:08:09,MONTGOMERY,DMX,1,0,0,0,822.50K,134.81K,,,EF0,47.0332,-94.11,46.9296,-94.0621,Newspaper,Trained spotters confirmed tornado in Nebraska; emergency services responded.
700158,150039,Lightning,CALIFORNIA,6,2020,June,06-JUN-20 16:26:59,06-JUN-20 18:28:59,KANE,OUN,0,0,0,0,11.29K,0.00K,,,,41.417,-75.6716,41.4785,-75.5283,Public,Storm survey confirmed lightning with widespread effects across the county.
700159,150039,Lightning,MICHIGAN,26,2022,July,04-JUL-22 20:41:20,04-JUL-22 21:00:20,MADISON,ARX,0,0,0,0,4.13K,0.00K,,,,45.2879,-87.2403,45.2204,-87.0494,Trained Spotter,Severe lightning affected the area; residents reported significant impacts.
700160,150040,Heavy Snow,TENNESSEE,47,2022,July,04-JUL-22 15:59:02,04-JUL-22 17:13:02,MARION,DDC,28,0,4,0,4.64M,4.63M,,,,38.5242,-122.1246,38.6957,-122.1988,Law Enforcement,Storm survey confirmed heavy snow with widespread effects across the county.
700161,150040,Thunderstorm Wind,KANSAS,20,2019,August,08-AUG-19 00:28:17,08-AUG-19 01:34:17,FRANKLIN,ICT,0,0,0,0,33.85K,0.00K,109,MS,,34.2123,-81.8345,34.3285,-81.7588,Newspaper,"A thunderstorm wind was reported in Kansas, causing damage to homes and infrastructure."
700162,150040,Flash Flood,MINNESOTA,27,2019,November,22-NOV-19 17:00:51,22-NOV-19 17:24:51,COLLIN,EAX,0,0,0,0,47.74K,0.00K,,,,34.5209,-79.9074,34.3328,-79.9981,Emergency Manager,Trained spotters confirmed flash flood in Minnesota; emergency services responded.
700163,150040,Excessive Heat,MICHIGAN,26,2021,March,14-MAR-21 03:12:07,14-MAR-21 06:11:07,BEXAR,GID,0,0,0,0,38.61K,0.00K,,,,32.0891,-109.9524,31.9185,-110.0452,Law Enforcement,Storm survey confirmed excessive heat with widespread effects across the county.
700164,150041,Strong Wind,LOUISIANA,22,2018,February,05-FEB-18 13:01:56,05-FEB-18 13:07:56,MADISON,OUN,0,0,0,0,38.07K,0.00K,53,MG,,27.0951,-99.4342,27.1179,-99.4292,Public,Trained spotters confirmed strong wind in Louisiana; emergency services responded.
700165,150041,Excessive Heat,CALIFORNIA,6,2022,August,21-AUG-22 06:10:19,21-AUG-22 09:35:19,MONROE,DDC,0,0,0,0,14.59K,0.00K,,,,34.3072,-119.1721,34.4677,-119.01,Law Enforcement,Storm survey confirmed excessive heat with widespread effects across the county.
700166,150041,Winter Storm,FLORIDA,12,2020,April,26-APR-20 22:44:48,26-APR-20 23:57:48,ORANGE,DDC,3,0,0,0,462.94K,84.22K,,,,43.784,-103.4159,43.9617,-103.3275,Emergency Manager,Storm survey confirmed winter storm with widespread effects across the county.
700167,150041,Flash Flood,FLORIDA,12,2020,January,03-JAN-20 15:04:35,03-JAN-20 16:50:35,HILLSBOROUGH,MEG,0,0,0,0,40.20K,0.00K,,,,32.909,-104.92,33.0352,-104.7762,Broadcast Media,Trained spotters confirmed flash flood in Florida; emergency services responded.
700168,150042,Funnel Cloud,TENNESSEE,47,2019,July,06-JUL-19 00:41:39,06-JUL-19 02:06:39,HARRIS,LZK,0,0,0,0,15.96K,0.00K,,,,42.637,-87.9246,42.8241,-87.8118,Broadcast Media,Storm survey confirmed funnel cloud with widespread effects across the county.
700169,150042,Heavy Rain,COLORADO,8,2022,March,19-MAR-22 14:16:17,19-MAR-22 16:52:17,DUPAGE,BMX,5,0,0,0,779.24K,5.38K,,,,36.0789,-83.6231,36.0543,-83.7066,NWS Storm Survey,Storm survey confirmed heavy rain with widespread effects across the county.
700170,150042,Flood,OKLAHOMA,40,2020,April,03-APR-20 23:48:02,04-APR-20 00:57:02,MIAMI-DADE,ARX,0,0,0,0,39.45K,0.00K,,,,26.7752,-67.5301,26.7669,-67.5698,NWS Storm Survey,flood produced damaging conditions; multiple reports received.
700171,150042,Hail,WEST VIRGINIA,54,2020,September,29-SEP-20 11:42:19,29-SEP-20 15:36:19,PALM BEACH,GLD,0,0,0,0,45.72K,0.00K,0.88,,,30.9575,-86.1124,30.824,-86.0673,NWS Storm Survey,Trained spotters confirmed hail in West Virginia; emergency services responded.
700172,150043,Hurricane (Typhoon),COLORADO,8,2018,February,08-FEB-18 07:04:47,08-FEB-18 08:15:47,MIAMI-DADE,MEG,0,0,0,0,27.90K,0.00K,128,MG,,35.6987,-101.7054,35.8076,-101.67,Newspaper,"A hurricane (typhoon) was reported in Colorado, causing damage to homes and infrastructure."
700173,150043,Wildfire,COLORADO,8,2020,June,10-JUN-20 13:10:19,10-JUN-20 17:10:19,MADISON,EAX,2,0,0,0,943.64K,28.34K,,,,33.2336,-79.2966,33.242,-79.3573,Department of Highways,Trained spotters confirmed wildfire in Colorado; emergency services responded.
700174,150043,Thunderstorm Wind,KANSAS,20,2018,November,11-NOV-18 15:28:48,11-NOV-18 18:34:48,HARRIS,ICT,0,0,0,0,32.40K,0.00K,126,MG,,47.3181,-81.7921,47.3245,-81.7713,NWS Storm Survey,Storm survey confirmed thunderstorm wind with widespread effects across the county.
700175,150043,Blizzard,WEST VIRGINIA,54,2021,September,02-SEP-21 13:47:29,02-SEP-21 14:39:29,JEFFERSON,GID,0,0,0,0,19.78K,0.00K,,,,42.6973,-73.6634,42.6771,-73.6916,Emergency Manager,Severe blizzard affected the area; residents reported significant impacts.
700176,150044,Ice Storm,VIRGINIA,51,2023,November,11-NOV-23 01:54:28,11-NOV-23 05:22:28,COOK,JAN,2,0,0,0,878.38K,37.39K,,,,29.7298,-117.5046,29.7981,-117.5088,NWS Storm Survey,ice storm produced damaging conditions; multiple reports received.
700177,150044,Lightning,NORTH CAROLINA,37,2018,May,16-MAY-18 02:53:33,16-MAY-18 04:28:33,LINCOLN,JAN,0,0,0,0,40.69K,0.00K,,,,41.9437,-107.0456,41.9895,-107.2117,Public,Severe lightning affected the area; residents reported significant impacts.
700178,150044,High Wind,COLORADO,8,2019,May,25-MAY-19 23:27:53,26-MAY-19 02:29:53,JACKSON,ICT,0,0,0,0,29.82K,0.00K,113,ES,,35.1529,-96.2598,35.1679,-96.0921,Law Enforcement,Storm survey confirmed high wind with widespread effects across the county.
700179,150044,High Wind,FLORIDA,12,2019,May,03-MAY-19 04:05:53,03-MAY-19 07:45:53,TARRANT,GID,1,0,0,0,391.09K,1.92K,64,ES,,48.1319,-95.19,48.1299,-95.1161,Department of Highways,Storm survey confirmed high wind with widespread effects across the county.
700180,150045,Winter Storm,CALIFORNIA,6,2022,January,12-JAN-22 23:38:33,13-JAN-22 03:06:33,KANE,EAX,0,0,0,0,13.74K,0.00K,,,,37.9026,-114.4121,37.8855,-114.3151,Public,winter storm produced damaging conditions; multiple reports received.
700181,150045,Flash Flood,IOWA,19,2024,July,29-JUL-24 22:06:59,30-JUL-24 01:41:59,WILL,DMX,0,0,0,0,37.84K,0.00K,,,,43.2401,-98.8421,43.1275,-98.872,Emergency Manager,Trained spotters confirmed flash flood in Iowa; emergency services responded.
700182,150045,Hail,MISSISSIPPI,28,2020,May,15-MAY-20 08:58:22,15-MAY-20 12:43:22,DUPAGE,DDC,0,0,0,0,49.70K,0.00K,3.21,,,30.6867,-77.7899,30.7219,-77.8496,NWS Storm Survey,Severe hail affected the area; residents reported significant impacts.
700183,150045,Funnel Cloud,FLORIDA,12,2024,March,21-MAR-24 05:50:05,21-MAR-24 09:23:05,MIAMI-DADE,ARX,4,0,0,0,383.27K,56.22K,,,,29.0411,-68.197,28.9582,-68.1679,Public,Severe funnel cloud affected the area; residents reported significant impacts.
700184,150046,Marine High Wind,WEST VIRGINIA,54,2021,December,23-DEC-21 19:32:42,23-DEC-21 19:52:42,BEXAR,EAX,0,0,0,0,6.34K,0.00K,56,MG,,28.5098,-105.6405,28.4088,-105.5031,Law Enforcement,marine high wind produced damaging conditions; multiple reports received.
700185,150046,Dust Devil,IOWA,19,2023,June,10-JUN-23 20:51:27,10-JUN-23 22:32:27,TRAVIS,EAX,0,0,0,0,44.01K,0.00K,,,,27.2343,-94.61,27.1456,-94.4355,Department of Highways,Trained spotters confirmed dust devil in Iowa; emergency services responded.
700186,150046,Extreme Cold/Wind Chill,ALABAMA,1,2024,October,27-OCT-24 15:27:49,27-OCT-24 19:08:49,MARION,LZK,0,0,0,0,22.92K,0.00K,,,,40.9395,-103.5813,40.7648,-103.5675,Emergency Manager,Storm survey confirmed extreme cold/wind chill with widespread effects across the county.
700187,150046,Ice Storm,KENTUCKY,21,2024,April,20-APR-24 03:16:44,20-APR-24 04:47:44,JEFFERSON,BMX,5,0,0,0,859.80K,157.66K,,,,43.2941,-121.3813,43.3446,-121.2466,Law Enforcement,Storm survey confirmed ice storm with widespread effects across the county.
700188,150047,Tropical Storm,ALABAMA,1,2021,March,20-MAR-21 13:44:32,20-MAR-21 16:45:32,FRANKLIN,JAN,0,0,0,0,15.09K,0.00K,,,,45.9862,-74.0341,45.8235,-74.0899,Law Enforcement,"A tropical storm was reported in Alabama, causing damage to homes and infrastructure."
